person_id,driving_experience_years,credit_score,vehicle_ownership,annual_mileage
795950,20-29,0.6583678439104292,1,14000
418382,10-19,0.5891292628484673,1,10000
826866,10-19,0.5893876630741981,0,8000
512870,20-29,0.5469607283516252,1,12000
548322,0-9,0.4738224847809606,1,8000
88259,10-19,0.4312361779058995,1,13000
167040,10-19,0.3577290600870002,1,8000
631893,0-9,0.4648339417669041,1,11000
264695,0-9,0.3438278859742953,0,7000
986522,0-9,0.1364496536239104,1,13000
182355,30+,0.7254229013302661,1,11000
393949,0-9,0.6953759783024743,1,6000
635062,20-29,0.5600486595069087,1,13000
631402,10-19,0.524245359478799,1,11000
800070,20-29,0.5877156569116971,1,13000
114349,30+,0.7046726751659493,1,9000
681452,30+,0.4525296615233908,1,9000
442082,10-19,0.4795366164624789,0,10000
608830,0-9,0.3931459761617712,0,9000
906476,30+,0.5400197326674643,1,15000
743872,0-9,0.4174330967561421,0,14000
853993,20-29,0.6394230117241869,1,9000
773278,0-9,0.5685720734723521,0,15000
32277,10-19,0.1761149663789997,0,17000
290900,10-19,0.1932637946609026,0,18000
417562,0-9,0.3419832683410649,0,9000
459817,30+,0.6746038512731639,0,5000
582212,0-9,0.603898492782213,1,9000
761268,20-29,0.6408449598274882,1,12000
73883,10-19,0.687002119857287,0,9000
137899,30+,0.5530831213013543,1,10000
615853,10-19,0.6429874754669701,0,7000
985369,20-29,0.4181034551402552,1,11000
738452,0-9,0.2487925450724857,0,16000
158468,0-9,0.3778760859865867,0,11000
874967,10-19,0.5543798388624734,1,11000
898437,10-19,0.6552932165806191,1,13000
987238,0-9,0.5963531601874881,1,11000
831517,0-9,0.4496283666115848,0,12000
990159,30+,0.6573853491786664,1,9000
507656,20-29,0.7419833551538102,1,12000
167289,0-9,0.336749708481924,1,16000
764678,0-9,0.5574748514861921,0,12000
509621,0-9,0.8324736259336839,0,16000
39077,10-19,0.4540753447395993,1,10000
922550,0-9,0.2486182416032777,0,11000
529598,10-19,0.5788865202303674,1,9000
132062,0-9,0.4521636357034289,1,15000
726729,10-19,0.4011368427029617,1,11000
469900,10-19,0.6771341348842009,1,7000
205785,0-9,0.2771973659514941,1,10000
891551,30+,0.6460011119753553,1,9000
378713,20-29,0.5369467752841159,0,12000
158167,20-29,0.7031338233006582,1,11000
434663,0-9,0.4519727445496761,1,8000
636547,20-29,0.5660057779321281,1,10000
603489,0-9,0.3267405510830184,0,10000
861072,0-9,0.6893547887529812,0,13000
823976,10-19,0.6027156169402226,1,12000
455772,0-9,0.1875823533910216,0,11000
647248,10-19,0.5515891941594591,1,11000
712569,10-19,0.4837379873205136,0,13000
213810,0-9,0.6036059274152892,1,13000
158376,30+,0.4477053890232973,1,7000
427006,10-19,0.4078819608139088,1,19000
63974,0-9,0.5288387700729013,1,10000
550637,0-9,0.3959679247361437,0,14000
805276,10-19,0.676160013744914,1,11000
583101,10-19,0.6855797056639448,1,8000
668720,20-29,0.3994501842011815,0,6000
607845,10-19,0.7008514124485435,1,10000
670700,30+,0.6434371626965216,1,12000
326011,0-9,0.6214174409227621,1,13000
945740,10-19,0.541304357097057,1,9000
344794,20-29,0.6204086890787407,1,9000
177148,20-29,0.5338654736182742,1,10000
277895,10-19,0.4321065815267404,1,18000
289373,10-19,0.5414622467447443,1,6000
150711,0-9,0.7225487582439879,1,10000
973965,20-29,0.7841761491780819,1,9000
430755,0-9,0.6938163129324197,1,12000
916023,20-29,0.4211679240729149,1,14000
719837,10-19,0.2204538818988185,1,13000
23290,30+,0.5834885559070871,0,6000
244,30+,0.6882907952522875,0,13000
953565,0-9,0.6989439112198247,0,12000
502316,0-9,0.6798410052926959,1,12000
47765,20-29,0.5778229934730744,1,16000
81259,0-9,0.2330229015651575,0,15000
727756,30+,0.698753939728787,1,15000
230667,10-19,0.7540484921180959,1,9000
622522,0-9,0.6132586436138389,1,11000
367434,0-9,0.5576522767500824,1,10000
71781,0-9,0.4350460544954154,1,10000
294545,10-19,0.6505476285271355,1,13000
829301,20-29,0.6129652656266467,1,14000
164581,10-19,0.5850037499686401,0,11000
266689,0-9,0.3765336761885949,0,7000
314491,10-19,0.6108047334413801,1,10000
264561,0-9,0.5339317245009936,1,12000
375365,0-9,0.2703606882102237,0,13000
607639,0-9,0.5509116169719427,1,10000
331100,20-29,0.5895865051589461,1,14000
30599,10-19,0.5589151573032936,0,12000
957199,20-29,0.5268632055766924,1,9000
73810,20-29,0.5215891002294921,1,7000
217333,0-9,0.5321012540018394,1,16000
377949,30+,0.6517089322911077,1,2000
465150,30+,0.561353084181797,1,6000
465998,10-19,0.5398349390130314,1,9000
866608,0-9,0.1921586821692091,1,15000
342272,10-19,0.6759149303534359,1,9000
961078,10-19,0.6341680695053508,1,8000
918977,0-9,0.3324202407398227,1,6000
66436,20-29,0.6969278624817129,1,8000
998817,10-19,0.5124333302576248,0,17000
991767,30+,0.5077832022402061,1,9000
718329,0-9,0.6106779866259634,1,10000
35676,20-29,0.4681862803875717,0,10000
149822,20-29,0.5368074511707565,1,10000
154730,0-9,0.5225798430981168,0,15000
39769,30+,0.7063009021300406,1,13000
384750,10-19,0.2519206257754629,1,16000
702990,0-9,0.6287896754571439,1,12000
460039,0-9,0.3474697376210051,1,9000
967818,20-29,0.6443626164167329,1,15000
747358,10-19,0.5918523820851359,1,13000
893038,0-9,0.5999650374288553,1,14000
187211,30+,0.5754871515595443,1,15000
721133,0-9,0.2702954388026858,0,7000
233586,20-29,0.227390576405316,1,7000
721087,10-19,0.5459357710295333,1,11000
881654,0-9,0.3934557420190439,1,16000
118275,0-9,0.2929493276037433,0,10000
45171,10-19,0.5861167283031539,0,10000
777163,0-9,0.5890667801274297,1,11000
192271,20-29,0.5310233106225158,1,12000
651533,20-29,0.462958707196909,1,13000
173148,10-19,0.5833923407107925,0,15000
475662,10-19,0.6000842789359292,0,13000
961235,10-19,0.582925835203462,1,12000
265584,20-29,0.623114483961224,0,10000
855349,10-19,0.7534458230449081,1,12000
769911,10-19,0.3110188615272209,0,10000
757194,0-9,0.5172018166072347,1,6000
883171,0-9,0.4351756628940996,1,15000
762763,0-9,0.8191348424366404,1,11000
10200,20-29,0.5224505032873228,0,9000
123883,0-9,0.4687585135474202,1,14000
992984,0-9,0.2869913071211769,0,13000
525671,10-19,0.6559616128626896,1,7000
331467,0-9,0.298678278073503,0,16000
348410,10-19,0.5310501101632631,1,15000
493739,10-19,0.499660137787076,1,10000
362279,10-19,0.2114238848505276,1,8000
731162,10-19,0.2983062179129552,1,11000
365704,10-19,0.4429331939161389,1,10000
406897,0-9,0.2536832327772527,1,14000
541163,0-9,0.3089742693210341,1,11000
69241,0-9,0.6588498265607253,1,9000
984163,20-29,0.8064959362542691,0,14000
414015,10-19,0.6131174592847092,1,12000
440633,20-29,0.5991275990330529,1,11000
949958,0-9,0.4516269504827541,0,16000
310616,10-19,0.4419299636477104,1,10000
917153,0-9,0.2667602155246711,0,16000
47113,30+,0.6073189894709127,0,17000
614012,10-19,0.5350458989224304,1,8000
622701,0-9,0.5183478114535179,0,12000
893682,10-19,0.6852652060543032,1,17000
25547,0-9,0.3412755827959321,0,12000
184319,0-9,0.518727948796731,1,14000
768080,10-19,0.2036673764213594,1,13000
520811,0-9,0.5240612874798722,0,15000
736894,0-9,0.4859360660215372,0,11000
431213,10-19,0.6819701244577162,1,12000
250947,10-19,0.5467610803924773,1,16000
264604,10-19,0.6180001370819622,1,15000
142365,10-19,0.3604013242738175,1,7000
252151,0-9,0.5509662705066687,1,15000
30051,20-29,0.6302062062076871,1,12000
572525,30+,0.6952820041732881,1,12000
797155,10-19,0.3122205327867228,1,15000
317561,30+,0.5624884776539817,1,6000
929121,20-29,0.5487401616880897,1,12000
869489,10-19,0.6646112638037833,1,12000
957766,20-29,0.5494002432161839,1,8000
290927,30+,0.7085295012178382,1,12000
930316,10-19,0.4610850663254849,1,12000
737825,10-19,0.5511064646902994,0,9000
558222,10-19,0.4171531938610161,0,11000
676411,30+,0.7048660209412088,1,10000
414748,10-19,0.3888042347468912,0,13000
799058,0-9,0.2552813983535689,0,10000
478043,0-9,0.6536655434140923,1,11000
563923,0-9,0.219474431539439,0,15000
145590,30+,0.5769851119276853,1,11000
989895,20-29,0.4145561410384915,0,11000
757274,30+,0.5463033993395577,1,10000
822944,20-29,0.5635429652490147,1,6000
57811,30+,0.260393118704904,0,12000
509652,30+,0.6135080387832703,1,11000
342723,20-29,0.5249484630181547,1,20000
697174,10-19,0.4288748549654213,1,13000
89556,20-29,0.7304737066855177,0,9000
835584,10-19,0.4297305787175271,0,17000
980138,20-29,0.6867094469004275,1,7000
265151,30+,0.3573674053757103,1,14000
981118,0-9,0.3979969052622514,0,10000
71802,0-9,0.499261090274185,1,9000
18985,20-29,0.353037465751883,0,14000
192473,30+,0.6745265624555116,1,10000
630765,10-19,0.5046098109552535,0,8000
551055,0-9,0.5540804042745787,1,14000
802517,20-29,0.4952437707500946,0,16000
21811,0-9,0.2536981452565217,0,8000
112200,30+,0.378504877194302,1,12000
153846,10-19,0.6281887021933753,0,11000
945619,10-19,0.6943885556325824,0,10000
865814,0-9,0.6287676720732993,1,17000
460575,20-29,0.6349882171781278,1,12000
381865,10-19,0.6341069822933729,0,15000
240493,10-19,0.3833086645172717,0,9000
316532,0-9,0.3211351863308945,0,11000
757729,20-29,0.7293609365968912,1,7000
123802,0-9,0.6488951900742446,1,12000
286,0-9,0.2762350064240472,0,13000
34790,0-9,0.1882399427662648,1,14000
578035,20-29,0.6211206784777938,1,10000
431488,10-19,0.4455147420403712,1,13000
993421,10-19,0.2681872451082304,1,9000
86139,0-9,0.5082979278654464,1,11000
224037,20-29,0.6569945322053279,1,10000
752334,0-9,0.4642450581939386,0,14000
728501,20-29,0.6396124963599015,1,13000
965368,10-19,0.7109210375414182,1,11000
845873,20-29,0.7033636214554146,1,10000
634428,0-9,0.25244026019421,0,14000
224498,0-9,0.4580679123278471,0,17000
813305,10-19,0.5449762448529542,0,12000
311442,0-9,0.5625408006602023,0,13000
823223,0-9,0.6655507979109212,0,6000
595493,0-9,0.5910270591496051,1,9000
47896,0-9,0.5416544222018453,1,15000
384342,20-29,0.512923620015934,1,6000
878076,0-9,0.2988157227487647,0,11000
343971,30+,0.6254673939107617,1,9000
971841,20-29,0.5602501519114655,1,15000
305028,10-19,0.5822057363830183,1,13000
775336,0-9,0.3155345576766409,0,12000
147805,0-9,0.2672718699014508,0,8000
912569,30+,0.5098028385370175,1,11000
627852,10-19,0.5836716698036587,1,13000
892650,10-19,0.2222805271146608,0,16000
381711,0-9,0.5185065699921058,1,12000
854406,20-29,0.708576850672757,1,12000
219625,20-29,0.4807566449040954,1,10000
321057,20-29,0.5720389751390466,1,7000
27809,10-19,0.7011064219380432,1,16000
937771,10-19,0.5411583382830242,1,10000
242782,0-9,0.6862062120756587,1,7000
547164,20-29,0.4945546402758661,1,13000
695059,10-19,0.3835885249830328,1,6000
832759,0-9,0.3169037155529278,0,15000
71485,0-9,0.4461151066196652,0,9000
124660,0-9,0.4255194543062147,0,14000
315430,0-9,0.4705707177894082,1,12000
40864,0-9,0.5356041396005512,1,8000
41497,0-9,0.5432601158286279,0,10000
377739,20-29,0.7017103211541736,1,8000
236599,10-19,0.5897009791045345,1,10000
839497,0-9,0.4884787069775134,1,14000
863474,10-19,0.7133739757784759,0,10000
826015,0-9,0.6982102496436058,1,14000
403691,10-19,0.4744787874496229,1,15000
806638,10-19,0.5921887867818202,1,15000
953868,30+,0.731143593597601,1,10000
513085,0-9,0.4865702753124045,1,12000
311662,0-9,0.2730959922696246,0,14000
61471,0-9,0.3907774641073533,1,10000
10486,20-29,0.5731585837938462,0,9000
674205,0-9,0.4209013627520005,0,8000
631816,10-19,0.6706576625870653,1,10000
902936,10-19,0.7672585842304487,1,12000
905027,10-19,0.4564119861529349,1,12000
833749,30+,0.6100130831768541,1,14000
135577,10-19,0.5266138203612011,1,13000
726987,30+,0.6133628265829758,1,11000
872748,0-9,0.5085456984605072,1,10000
756603,10-19,0.3837809456894412,0,16000
99647,0-9,0.3183171447890638,0,15000
848222,20-29,0.6247420724305428,1,11000
507419,0-9,0.4089763414208628,1,13000
823526,30+,0.4779626125416225,1,10000
841430,20-29,0.5113500653183151,0,11000
960933,30+,0.7802098585527684,1,9000
551195,30+,0.7012927943446796,1,15000
18890,10-19,0.714968018770484,1,15000
259179,20-29,0.608518437261795,1,8000
768784,30+,0.6751971538113963,1,10000
184971,10-19,0.7051030113696413,1,12000
741721,0-9,0.328418073012308,1,12000
184176,10-19,0.3449776885977702,0,18000
679272,0-9,0.3743936063114605,0,11000
401740,0-9,0.6917153580916104,1,13000
9289,0-9,0.6338175350480558,1,7000
134351,20-29,0.5306257372859773,0,14000
670374,0-9,0.4255919544188486,1,10000
247819,0-9,0.3106877761171272,0,13000
72351,30+,0.6678303790199109,1,6000
140258,0-9,0.5782552015622614,1,11000
163684,20-29,0.5962146153227567,1,14000
454863,20-29,0.6497793515077945,0,9000
533249,10-19,0.5101622025093533,1,7000
403182,10-19,0.4905299977484185,1,12000
650235,10-19,0.5428523404936632,1,12000
596282,20-29,0.699425311422729,1,11000
558054,30+,0.7506033319372304,1,10000
538163,0-9,0.4096811698714886,1,9000
26402,10-19,0.5131402566228752,0,11000
157813,0-9,0.457857964989568,1,14000
487293,20-29,0.5337114186807402,1,8000
718555,0-9,0.2759860406297467,0,12000
715348,30+,0.6359540391347808,1,10000
50666,20-29,0.5029862773740448,1,8000
310538,20-29,0.6547931661113645,1,8000
23989,0-9,0.3527397999517653,1,12000
455221,10-19,0.5840403247120649,0,13000
698383,0-9,0.5358475482846472,0,8000
432502,0-9,0.5015063517354761,0,13000
75820,30+,0.6242329315836803,1,8000
62005,0-9,0.3909113322714408,1,15000
180479,0-9,0.4289009998146446,0,15000
169486,10-19,0.2427347048473718,0,8000
784424,10-19,0.3439176712853585,1,16000
877560,10-19,0.5572413287521248,1,8000
734708,0-9,0.6757412986764928,1,10000
105788,0-9,0.5654244916892083,1,8000
888987,10-19,0.5692360723379172,1,12000
159532,20-29,0.6980697717017305,1,12000
488136,20-29,0.6191711566143016,1,17000
184115,0-9,0.6169771021803357,1,7000
684334,30+,0.426833815526329,1,9000
9128,20-29,0.4743480011240882,0,9000
546140,0-9,0.5369003787000691,0,10000
805429,10-19,0.7652083979591556,0,9000
208360,30+,0.6505949084816058,1,8000
132013,30+,0.5801244602268175,1,12000
646502,0-9,0.3393005417362712,0,15000
582402,10-19,0.6449057726588217,1,13000
87473,10-19,0.3603104623934349,0,14000
717551,0-9,0.6957185478775785,1,12000
811811,20-29,0.4834974413683278,1,8000
530970,0-9,0.4515197420397469,0,13000
657844,10-19,0.4931017178018438,1,14000
176642,20-29,0.5274379615829109,1,14000
704098,30+,0.7548499523076003,1,8000
352454,10-19,0.4694892859395923,1,14000
772474,10-19,0.3983986936411343,0,11000
400472,30+,0.6301672768085953,1,8000
871873,0-9,0.1572774333743463,1,13000
446423,20-29,0.4871334705412062,1,13000
614581,10-19,0.5794335341572858,1,11000
72018,0-9,0.5260607794679719,1,8000
887907,20-29,0.6919287222494878,1,14000
801513,0-9,0.5435868135635351,1,16000
773539,10-19,0.4869143968069608,1,11000
342837,20-29,0.8062957373198067,1,11000
76364,0-9,0.6053899688373013,1,15000
750304,0-9,0.6529765248969106,1,15000
502443,10-19,0.4353571128139281,1,9000
314241,0-9,0.4093076060130435,1,12000
949220,10-19,0.6919683963067441,1,10000
418920,0-9,0.6793798380252772,1,11000
294679,20-29,0.5832262905924832,1,11000
588241,10-19,0.7424759866684622,1,12000
342418,10-19,0.6515006096504785,0,11000
327940,10-19,0.7390951318308719,1,11000
937879,0-9,0.4719870981911113,0,14000
937766,0-9,0.3123294192491464,0,9000
709224,10-19,0.6270912878053272,1,9000
8618,10-19,0.7048714803406341,1,8000
829698,10-19,0.3648952891745238,1,9000
583432,30+,0.6803393047835292,1,11000
658150,10-19,0.3351710892003408,0,13000
25959,0-9,0.5933425287960671,1,11000
849780,0-9,0.5633384695516879,1,10000
240683,10-19,0.5375931731054595,1,12000
88282,10-19,0.1274177169396,0,13000
880213,10-19,0.5127966986898517,1,11000
552010,20-29,0.6942652143654913,1,11000
55969,0-9,0.3411023429792369,0,13000
694933,10-19,0.3912789861842823,0,9000
10585,20-29,0.5666251871294878,1,13000
616068,0-9,0.3991136105635735,1,8000
974638,0-9,0.6780482549923134,1,10000
354483,30+,0.6497286810498613,1,9000
585379,10-19,0.5694637281652679,0,8000
161766,20-29,0.3167766915660789,1,12000
860897,20-29,0.6267889000650932,1,10000
5195,0-9,0.5640824695825345,1,6000
672155,20-29,0.5373908568000239,0,10000
957372,10-19,0.6067045900851948,1,15000
186080,20-29,0.534527772700769,1,10000
240130,0-9,0.3780184845502422,1,12000
215682,30+,0.6499401198435906,1,13000
331067,30+,0.6867893997063133,1,13000
290615,10-19,0.3637033471776875,0,12000
988795,10-19,0.4334373332918408,1,13000
263950,10-19,0.5099082074730983,1,12000
936328,20-29,0.6469843287183472,1,14000
488928,0-9,0.3491647332402468,0,13000
253805,20-29,0.614593254535845,1,13000
346658,0-9,0.4998626811775605,1,14000
212512,0-9,0.6401300069561456,1,8000
266723,20-29,0.7568497361321834,1,16000
94106,0-9,0.6989972463423352,1,10000
956081,10-19,0.2868040259094392,0,17000
945496,20-29,0.5448257365700174,1,12000
114580,30+,0.5820103077860838,1,10000
35009,0-9,0.3240569486205867,0,9000
409758,0-9,0.6200322323255878,0,10000
456703,20-29,0.5076361069588037,0,7000
264463,10-19,0.3162075142100888,0,10000
580209,10-19,0.7243925070753335,1,7000
326435,20-29,0.5494309987122562,0,8000
480276,20-29,0.5604292078171568,0,9000
881811,0-9,0.3176442547991809,0,18000
374794,10-19,0.4073623559648251,0,15000
354854,0-9,0.3097904471078935,1,10000
682240,20-29,0.5891640296111545,1,11000
669186,0-9,0.5999925100888724,1,10000
285501,0-9,0.4379223036779929,0,13000
593292,0-9,0.3404890676156737,0,10000
649724,10-19,0.4856337045192767,1,11000
53151,20-29,0.6551869767464442,1,9000
742412,20-29,0.4450427635109293,1,14000
685826,0-9,0.2980386470250772,0,15000
650607,10-19,0.2918006114647601,1,11000
653656,0-9,0.6387300964116825,1,9000
470627,10-19,0.5756097026465881,0,12000
703985,0-9,0.3571772746016675,0,12000
110908,10-19,0.6412933802203664,1,12000
762382,10-19,0.662974125323889,1,8000
932849,0-9,0.4752618544710137,0,10000
69295,20-29,0.4378821691036571,1,11000
568413,10-19,0.5412294511207146,0,13000
427575,0-9,0.60882895731083,1,14000
624500,0-9,0.4764828551296845,1,8000
939343,20-29,0.6020918870265246,1,19000
857032,20-29,0.4349590139646847,1,7000
583790,10-19,0.4053779920793006,1,13000
66507,20-29,0.4997298868124343,1,12000
396892,0-9,0.2752720004597257,0,13000
787390,20-29,0.4624534606882998,1,12000
114334,0-9,0.6439910880215374,1,11000
533851,20-29,0.5592778358153015,0,9000
962897,10-19,0.2043133963128014,1,10000
14622,10-19,0.4907395124490321,1,11000
433224,0-9,0.4589120361925471,1,16000
729287,0-9,0.1162638006141908,1,13000
36679,20-29,0.6388669977066651,1,16000
558275,10-19,0.3437899450363883,1,10000
738651,10-19,0.3956074818387411,1,15000
200265,30+,0.5300413823068981,1,9000
585226,10-19,0.4596952131281054,0,17000
172866,0-9,0.5137348627380244,0,11000
636846,0-9,0.7170914771884047,0,14000
516380,20-29,0.4179447025205257,1,14000
916128,20-29,0.4808531465764049,1,10000
833465,0-9,0.4461315555362893,1,14000
967513,20-29,0.73950799300585,1,11000
4747,20-29,0.6534312027273705,1,10000
113033,0-9,0.466327896902897,1,13000
169421,0-9,0.564717400251573,1,14000
768887,10-19,0.539014053718841,0,11000
869635,20-29,0.4050360478908247,1,11000
889608,10-19,0.453471335053696,0,11000
645837,20-29,0.562775708272011,1,14000
529269,0-9,0.4439945158376504,1,12000
660589,30+,0.7095147983810901,1,10000
366205,0-9,0.216036434371356,1,15000
147573,0-9,0.3412799504711933,1,14000
980859,0-9,0.4530467617186671,1,12000
719606,10-19,0.4892065918233577,1,9000
493290,30+,0.6526913006637715,0,11000
946287,30+,0.4772941489448981,1,6000
967160,0-9,0.3308445835946743,1,13000
381397,10-19,0.4877976264827012,1,12000
71738,30+,0.6096020843551448,1,12000
287667,0-9,0.7052405615459966,1,10000
364501,0-9,0.6947469624731197,1,13000
14977,10-19,0.5366566783666077,1,13000
40972,30+,0.4333321199941906,1,11000
149264,0-9,0.5339210938550758,1,15000
352772,10-19,0.6331218784080793,0,15000
606131,0-9,0.3145040661291375,1,16000
901806,0-9,0.2525014821570652,1,9000
25407,0-9,0.2992844002880692,0,13000
923149,0-9,0.7576240019420225,1,14000
471696,10-19,0.3803560286607813,0,8000
97081,10-19,0.3573810138496031,1,14000
698126,20-29,0.701769802887006,1,11000
740753,0-9,0.5427892834696217,1,12000
39690,0-9,0.5792880833054858,1,13000
273754,0-9,0.431934300248274,1,13000
544613,0-9,0.4814387645147136,0,13000
596471,0-9,0.6970945487224753,1,10000
58313,10-19,0.4996992570022154,1,16000
399343,0-9,0.3159066851342934,0,12000
247693,0-9,0.487319748001361,1,16000
841651,30+,0.5758531878841718,1,13000
819823,10-19,0.4789087236606828,1,11000
565255,0-9,0.4814229489382434,1,13000
622256,0-9,0.591478692183566,1,13000
170305,10-19,0.6836425134907735,0,8000
294405,20-29,0.2812613732110971,0,14000
601392,20-29,0.5173006019132421,1,8000
372710,20-29,0.6216371393407805,1,16000
891189,0-9,0.3586332739565848,1,15000
523455,10-19,0.4383220370386718,0,17000
435966,0-9,0.5325323919648072,0,13000
762720,0-9,0.3071218455823236,0,10000
616839,0-9,0.5425747718633692,1,14000
694861,20-29,0.5299866281993799,1,10000
290229,20-29,0.3405721843453995,0,14000
183967,10-19,0.5912125916787476,1,13000
258115,20-29,0.493529174226109,1,8000
406487,0-9,0.2831110621636425,1,12000
566498,0-9,0.478127130890389,1,11000
466544,30+,0.5723337906263316,1,13000
6708,10-19,0.6955855054281478,1,15000
999039,10-19,0.4970631199385591,1,8000
600353,30+,0.6366852095189404,1,8000
395714,10-19,0.3524475174384347,0,8000
575033,20-29,0.5681059173993356,0,9000
653396,0-9,0.2511179744609818,1,14000
104896,20-29,0.6479894267730026,1,14000
279225,10-19,0.6244125383903321,1,11000
490664,10-19,0.6530763483634806,1,14000
126494,30+,0.4482580060581439,1,9000
913629,0-9,0.5876689302820586,1,14000
235478,20-29,0.4585473867377154,0,14000
25377,0-9,0.6384537592587721,1,7000
613301,30+,0.5738524983062786,1,10000
786160,0-9,0.5556246833896312,1,10000
951670,0-9,0.4846957120746186,1,8000
908561,20-29,0.4594079459168241,0,14000
829918,10-19,0.5289724613573763,1,10000
559866,10-19,0.5273394341183449,0,15000
41553,0-9,0.2686203221878676,1,13000
216935,10-19,0.4556838293051873,0,6000
200691,0-9,0.2619796286414177,1,12000
719567,0-9,0.3827473465971639,0,10000
118986,30+,0.6243246515669466,1,10000
5924,10-19,0.3250074745875112,0,11000
406082,30+,0.748549433631923,0,10000
278892,10-19,0.4811909309274258,0,13000
431795,30+,0.5173495976314954,1,6000
325554,0-9,0.6345771810275116,1,10000
766245,0-9,0.1237946155140384,1,11000
299897,10-19,0.3648866465260174,0,14000
17502,10-19,0.5435232653967891,1,12000
33483,10-19,0.765285708520443,0,10000
223211,10-19,0.5748734376541189,0,13000
479360,10-19,0.6528730843357405,0,12000
68125,30+,0.7466721713834849,1,17000
728209,0-9,0.3969970839837506,0,14000
982150,0-9,0.4788538424981473,0,16000
788465,10-19,0.2983550594304999,0,10000
307540,20-29,0.5971950272813463,1,11000
113052,0-9,0.7347001277334391,1,16000
902987,0-9,0.7943143735731404,1,11000
410728,20-29,0.6827824260671296,1,9000
772749,0-9,0.6129038867784491,1,11000
260884,0-9,0.5885745201264703,0,11000
802909,0-9,0.3642412378627409,0,15000
825302,20-29,0.5994201344209197,1,14000
784441,10-19,0.2335483431274285,0,13000
330143,10-19,0.734556255792773,1,9000
891782,0-9,0.1555965806036122,0,13000
783720,10-19,0.5358780117500972,0,11000
409125,0-9,0.5714563420401908,1,11000
64931,30+,0.6700919450647312,0,11000
732342,30+,0.5743148525471706,1,9000
522923,0-9,0.6447136435473335,1,15000
478302,30+,0.5011579904510586,1,12000
943632,10-19,0.8382050400572787,1,10000
19712,10-19,0.5246137994590073,1,12000
276067,30+,0.5548235985306158,1,15000
579325,20-29,0.6703727605350889,1,14000
758718,0-9,0.1991659324100259,0,8000
882322,0-9,0.345796125929856,1,12000
35012,20-29,0.4217406405501712,1,10000
357892,0-9,0.3718529804298523,0,11000
118047,10-19,0.3590967332338258,1,12000
986745,10-19,0.2528274652676732,1,11000
518535,10-19,0.7387975800320131,0,13000
420012,10-19,0.3800411829483707,0,10000
190062,10-19,0.372447204860674,1,14000
688730,20-29,0.5020311962724953,0,10000
272339,0-9,0.4491866119269241,1,13000
557804,0-9,0.3839383227532641,0,16000
895279,20-29,0.4832471845483816,1,11000
72914,10-19,0.5483499228640025,1,13000
780961,30+,0.5345841472675092,1,12000
246434,10-19,0.5086825437771137,1,5000
691719,10-19,0.3854878161761313,0,10000
552705,0-9,0.3186677015072492,1,13000
273160,0-9,0.5283154345689651,1,14000
67358,20-29,0.6463796858330859,1,12000
897090,20-29,0.6322473942589996,1,9000
170435,0-9,0.4126367860235233,1,13000
956607,0-9,0.561189880696348,1,8000
281734,0-9,0.6908848837711149,1,13000
96024,0-9,0.3437902440091854,0,12000
378747,0-9,0.5434608543700327,1,11000
590245,10-19,0.7762155221181141,1,9000
246413,10-19,0.5318212282998204,1,13000
683607,0-9,0.2843594243324203,0,13000
331632,0-9,0.3199505722308352,1,13000
222583,20-29,0.6946267228319687,1,12000
213883,0-9,0.7820833952337761,1,10000
29534,0-9,0.5724306198393179,1,13000
914388,30+,0.5833267372571846,1,14000
957391,0-9,0.333622141622043,0,10000
276387,20-29,0.8706105407338979,1,10000
486150,20-29,0.6835622996764328,0,9000
773045,20-29,0.7351303352292949,0,11000
586978,0-9,0.6921548380276835,1,18000
921219,10-19,0.5104505487771847,1,14000
207942,0-9,0.4984336380618572,1,13000
327622,10-19,0.4864038516228967,1,12000
313208,10-19,0.5192250173065179,1,11000
453375,20-29,0.5059289542380285,1,12000
487944,0-9,0.3759390664274271,0,15000
227891,0-9,0.6212382383504942,1,13000
314564,0-9,0.3975139345685761,0,13000
306173,0-9,0.3976983783647137,0,11000
703581,10-19,0.4473939530293328,1,10000
550420,10-19,0.6100646961488712,1,9000
741036,20-29,0.669831859041465,1,10000
765391,20-29,0.3942030841796357,1,15000
88198,10-19,0.2576497109076807,0,12000
810318,20-29,0.5380413060925483,1,11000
517060,10-19,0.5448318212148475,1,12000
389152,0-9,0.6002312656355571,1,7000
20986,10-19,0.7481307425472491,1,10000
700831,0-9,0.3009876834556013,0,12000
384446,20-29,0.6331028718806417,1,10000
550482,0-9,0.3549791231763877,1,9000
572797,10-19,0.5061960446978321,1,13000
11854,0-9,0.5592297740925077,1,13000
864356,20-29,0.4158806589209596,1,12000
850066,20-29,0.5561059958978236,1,12000
428609,10-19,0.4403229422775207,0,13000
590798,0-9,0.2735278986268949,0,13000
142359,0-9,0.3603076975327467,0,16000
926871,10-19,0.4055109351639861,0,8000
738180,0-9,0.7418778535045897,1,11000
987920,0-9,0.7754187772381345,1,12000
795672,10-19,0.3364170108636516,1,16000
116168,0-9,0.5173957929663525,1,10000
878870,10-19,0.160705687872896,1,15000
287238,30+,0.6795259372735327,1,10000
668517,20-29,0.6127386693205992,1,12000
210290,30+,0.6120679452933288,1,9000
723965,10-19,0.552069269258652,1,15000
684156,10-19,0.3375905137780909,0,12000
112524,10-19,0.6527432465482012,1,11000
767456,0-9,0.4415319215110355,0,11000
