person_id,speeding_violations,duis,past_accidents,outcome
429601,0,0,0,0
353731,4,1,3,0
626051,0,0,0,0
733509,5,2,6,0
579072,0,0,0,1
247930,0,0,1,0
583619,0,0,0,0
261194,0,0,0,0
291441,0,0,0,1
959649,0,0,0,1
957656,1,0,4,0
39893,4,0,0,0
551688,2,0,1,1
873361,1,2,3,0
336163,0,0,0,0
875904,0,0,0,0
44855,0,0,0,1
247107,0,0,4,1
849205,6,0,0,0
693046,0,0,0,1
345209,0,1,1,0
766071,0,1,0,0
303044,0,0,0,1
741452,0,0,0,0
796372,0,0,0,1
749220,0,0,0,0
386712,1,1,0,0
146361,4,0,3,1
411365,2,0,1,0
651342,2,0,5,0
697130,7,0,4,0
424515,2,0,1,0
479772,0,0,2,0
332598,1,0,2,0
167119,7,0,9,0
819534,2,1,1,0
955794,0,0,0,1
62038,4,3,4,0
469767,0,0,0,1
50824,0,1,3,0
683927,1,1,0,0
664333,3,0,1,0
430557,0,0,0,0
150339,1,0,1,0
778230,3,1,4,0
106619,1,0,0,0
733619,0,1,0,0
711203,1,0,0,1
255616,2,0,0,1
854652,0,1,4,0
766854,0,0,1,0
827045,0,0,0,1
749612,0,1,2,0
80167,1,0,2,0
221234,0,1,3,1
596082,0,0,0,0
100720,3,0,0,1
866552,0,0,0,0
503181,0,0,0,0
436399,0,0,0,0
910245,0,0,0,1
399483,5,0,7,0
766429,3,0,2,0
560473,2,0,0,1
295456,0,0,0,0
963365,6,0,2,0
561813,0,0,0,1
447646,8,0,3,0
249074,0,0,0,1
513940,1,0,0,1
761223,0,0,0,0
261699,1,0,1,0
535293,0,0,0,1
28541,1,0,3,1
509716,0,0,0,0
548627,5,2,5,0
562564,2,0,2,0
220010,4,1,2,0
501359,0,0,0,1
218598,5,1,0,0
210978,0,0,0,1
160719,0,0,2,0
73781,0,0,0,1
123572,0,0,0,1
174681,1,0,3,0
626675,7,1,6,0
252367,0,0,0,0
219553,0,0,0,0
527488,0,0,0,0
508925,0,0,0,1
477198,0,0,0,1
971241,0,1,0,0
38261,9,2,0,0
196960,0,0,0,1
576583,0,0,0,0
968469,8,0,2,0
288419,2,0,6,0
253649,1,0,2,0
7893,0,0,0,0
998986,0,0,0,1
757742,0,0,0,0
832177,0,0,0,1
156807,3,1,5,0
734041,1,0,2,0
524160,9,0,1,0
386225,0,0,0,0
883104,2,0,5,0
727175,0,0,0,0
891890,0,0,0,0
195034,0,0,1,1
499069,0,0,0,0
135363,1,0,0,0
745958,4,0,4,0
368197,0,0,0,1
434797,0,0,0,1
354302,0,0,0,0
959292,2,0,2,0
335156,1,0,0,0
556971,1,1,0,0
451148,3,1,0,0
541074,2,1,0,0
593578,0,0,0,1
927572,9,2,0,0
600608,0,0,0,1
773054,2,1,2,0
148284,1,0,2,1
483232,7,0,1,0
694920,5,0,1,0
845494,1,1,0,0
922147,0,0,1,0
394677,2,0,1,0
831133,6,0,0,0
458721,0,0,0,1
981386,0,0,0,0
42168,0,0,0,0
902925,0,0,0,1
75332,5,1,1,0
789201,0,0,0,1
332784,1,0,1,0
249673,0,0,0,1
56947,2,2,6,0
668061,0,0,0,0
277229,1,2,2,0
325888,6,2,4,0
87330,0,2,0,0
850125,1,0,1,0
318800,0,0,0,1
914600,2,0,3,0
146453,0,0,1,0
954268,4,1,0,0
250336,0,0,0,0
8316,1,0,2,0
887384,3,0,3,0
579169,2,1,0,1
578045,4,1,7,0
695132,0,0,0,1
442801,0,0,0,1
83419,0,0,0,0
266664,0,0,0,1
48467,5,0,5,0
956725,0,0,0,1
59488,1,0,3,0
513565,0,0,0,1
855822,0,0,0,1
493576,0,0,0,1
854084,0,0,0,0
477066,0,0,0,0
468466,0,0,0,1
880743,3,1,2,0
407928,1,0,2,0
394404,5,0,3,0
910818,0,0,1,0
368162,0,2,0,0
92996,0,0,0,1
593823,4,0,1,0
573601,5,0,1,0
391636,3,0,8,0
628053,2,1,4,0
875379,3,1,3,0
934637,5,0,2,0
893612,0,1,0,0
791622,0,1,0,0
694795,1,0,1,0
126044,3,1,3,0
262122,1,0,1,0
775902,1,0,0,0
129481,5,0,4,0
834997,2,0,2,1
107940,3,0,5,0
858675,0,0,0,1
747580,0,0,0,1
332700,1,0,1,0
976369,3,0,0,0
679730,0,0,0,1
432058,0,0,3,0
740498,0,0,0,1
801283,0,0,0,1
620447,1,1,1,0
772315,1,0,2,0
805314,0,0,0,1
622295,0,0,0,1
769923,2,0,4,0
761062,2,0,0,0
602588,0,0,1,0
83737,1,0,0,0
543924,1,0,2,1
596744,0,0,0,0
240384,2,0,2,0
846855,2,0,0,0
5949,0,0,0,1
501875,0,0,1,1
196456,8,3,4,1
241076,0,0,0,1
734835,0,0,0,1
70698,3,1,3,0
148192,0,0,0,0
900823,4,1,3,0
906649,0,0,0,1
271782,1,0,1,1
451123,0,0,0,1
357983,4,1,5,0
291065,3,0,1,1
865832,3,1,5,0
37656,6,1,6,0
769768,0,0,0,1
480887,0,0,0,0
387428,2,0,0,0
330099,0,0,0,0
613717,0,0,0,1
911473,5,0,0,0
563175,1,1,2,0
887325,0,0,0,1
110283,0,0,0,0
613670,1,1,0,0
491511,1,0,0,1
210484,0,0,0,1
602790,0,0,0,0
976407,1,0,1,0
411490,0,0,0,1
657351,5,1,4,0
324483,1,0,0,0
626587,2,0,1,0
378356,3,1,0,1
461730,0,0,0,1
589218,4,2,0,0
946498,2,1,0,0
479118,1,0,4,0
744591,0,0,0,1
633972,0,0,0,0
223390,0,0,0,0
758891,1,0,0,1
736939,0,0,0,1
393981,4,0,0,0
471822,3,1,1,0
540570,0,0,0,1
505778,10,0,0,0
981161,0,0,0,1
380644,2,1,0,0
237309,0,0,0,1
576563,3,1,4,0
313857,0,0,0,1
849983,0,0,0,0
33096,0,0,0,0
820080,0,0,0,0
704651,0,0,0,1
516737,3,1,2,1
744557,0,0,0,0
884200,0,0,0,0
980162,1,0,3,0
138549,2,0,5,0
145781,0,1,3,0
884877,0,0,1,0
616755,0,0,0,1
993761,0,0,0,1
391958,2,0,2,0
235541,6,1,1,0
603591,0,0,0,1
527814,1,0,3,1
903819,1,0,0,0
610675,0,0,0,0
103124,0,0,0,1
37021,0,0,0,0
97800,0,0,4,0
559326,0,0,0,1
942534,1,0,3,1
373573,3,0,6,0
417589,0,0,0,0
297130,0,0,0,1
930707,2,0,5,0
784749,0,1,1,0
284158,4,1,3,0
117479,0,0,0,1
73432,0,0,0,1
717981,10,1,4,0
570855,1,0,4,0
91308,2,1,0,1
771944,4,0,5,0
64984,0,0,0,1
739655,4,1,4,0
988458,10,3,4,0
844425,6,2,2,0
343044,1,1,0,1
104623,2,1,3,0
401259,0,1,0,0
56428,1,0,0,1
297716,0,0,0,1
261464,5,1,0,0
124833,2,0,3,0
745999,3,0,1,0
226,0,0,0,1
947390,0,0,0,1
498673,4,0,5,0
757922,0,0,0,1
865316,4,0,2,0
620590,2,0,0,1
231919,1,0,0,0
458828,3,0,2,0
94127,0,0,0,1
154809,2,0,0,0
789131,0,1,0,0
26883,0,0,0,0
245852,3,1,1,0
424685,0,0,0,1
742144,3,0,1,0
74744,1,0,0,0
894333,0,0,0,1
131400,0,0,6,0
934104,3,2,0,0
849845,0,0,0,0
519948,1,0,1,0
127507,0,0,0,1
503269,2,1,0,0
337559,3,0,2,0
210028,3,0,1,0
232262,2,0,0,0
277499,0,0,0,0
761455,3,2,4,0
330207,4,3,3,0
927059,0,0,0,1
22905,1,0,0,0
270333,5,0,2,0
125408,4,1,2,0
107410,0,0,0,1
912595,2,1,0,0
137209,0,0,1,0
882775,0,0,0,1
926478,3,0,1,0
756207,2,0,2,0
96679,0,0,0,1
30993,1,0,0,0
904544,0,0,0,0
660975,3,1,1,0
343102,1,0,0,0
748173,1,0,1,1
466515,2,1,0,1
648192,2,0,3,0
900525,1,0,0,1
629147,0,0,0,1
126571,0,0,0,0
919697,0,1,1,0
26688,2,0,3,0
474971,7,1,2,0
287540,3,0,0,0
584269,0,0,2,0
326608,0,1,0,1
166073,1,0,0,0
521571,0,0,0,1
418047,6,0,5,0
407435,3,0,1,0
902008,1,1,0,0
635622,1,0,0,1
3131,0,1,1,0
747188,0,0,0,1
219595,1,0,0,0
638240,0,0,0,0
335001,0,0,0,1
569662,1,1,0,0
832941,0,0,0,0
978371,0,0,0,0
918452,0,0,0,1
905397,0,0,0,1
314202,0,0,0,0
827578,6,0,2,1
922977,1,0,1,0
26816,5,0,1,0
466383,2,0,1,0
331819,1,1,0,0
430019,0,0,0,1
873325,2,0,0,0
852514,0,0,0,0
198903,2,0,0,0
351071,3,1,3,0
65898,1,1,1,0
671746,2,0,4,0
760605,2,0,0,1
435057,0,0,0,0
311722,0,0,0,0
309217,0,0,0,0
237542,0,0,0,0
911614,2,0,0,0
219279,0,0,0,1
520036,0,2,0,0
603871,1,0,0,0
78431,0,0,0,0
979335,5,0,3,0
642405,0,0,1,0
734738,0,0,0,1
722357,0,0,0,1
755140,0,0,1,0
684778,0,0,0,0
943932,0,0,0,0
50084,1,0,1,0
845620,0,0,0,1
934382,0,0,1,0
765151,0,0,0,1
743449,3,0,2,0
189983,2,0,1,1
230922,0,2,1,0
466162,1,0,3,0
873153,0,0,0,1
29449,5,1,1,0
459304,0,0,0,1
149754,0,0,0,0
143460,0,0,1,0
375459,0,0,0,0
257003,2,0,4,0
293988,0,0,0,0
893885,0,1,0,1
619329,0,0,5,0
356221,0,0,0,1
263650,0,0,0,0
26068,2,0,0,0
488670,8,0,6,0
582320,4,1,4,0
923366,1,0,3,0
609396,0,2,2,0
207095,3,0,1,1
370509,9,0,8,0
210455,4,0,6,0
277877,0,0,0,1
75850,0,0,0,1
730488,5,0,0,0
261354,0,0,0,0
605330,0,0,0,1
583046,0,0,1,0
17273,1,0,2,0
355449,1,0,1,0
640219,1,0,2,0
239558,0,0,0,1
524634,0,0,0,0
171568,1,0,2,0
375322,0,0,2,0
639474,0,0,0,1
855355,0,0,0,1
293072,0,0,0,1
528528,7,2,7,0
458933,0,0,0,1
495705,1,1,1,0
475525,0,0,0,1
98072,0,1,0,0
326875,0,0,0,1
173718,0,0,2,0
255141,0,0,0,1
255200,0,0,0,1
438776,1,0,2,0
710221,3,0,2,0
144117,0,0,0,1
909696,0,0,0,1
80686,3,0,1,0
19144,0,0,0,1
452828,0,0,0,0
476160,0,0,0,1
515497,0,0,2,0
413160,0,0,0,1
977402,3,1,2,0
901502,0,0,0,0
379539,2,0,4,0
266757,4,0,0,0
934754,1,0,0,0
131347,7,0,2,0
104918,6,1,0,0
478922,0,0,0,0
81923,0,0,3,0
858902,0,1,1,0
13158,2,0,3,1
403612,2,0,3,0
161526,7,0,3,0
440831,0,0,0,1
170034,0,2,0,0
280967,0,0,0,1
36103,6,0,6,0
97567,0,0,1,0
407469,0,0,0,1
900406,0,0,0,1
729740,0,0,0,1
631763,1,0,1,1
349786,1,1,2,0
648626,1,0,1,0
380598,0,0,0,0
816809,0,0,0,1
149377,0,0,0,1
950482,2,0,1,0
493793,0,0,0,1
565846,2,0,4,0
816988,1,1,1,0
483195,1,0,0,0
644057,1,0,0,0
465420,1,0,1,0
626247,1,0,1,0
703897,2,1,0,1
221270,2,0,0,1
484719,3,0,5,0
511641,0,0,5,1
838182,0,0,0,1
564107,0,0,0,1
880485,0,0,0,0
912800,2,0,0,1
431366,0,0,0,0
526718,3,0,0,0
129218,0,0,0,1
952652,1,1,4,0
698612,1,0,4,0
468417,0,0,0,0
628739,1,0,1,0
325475,0,0,0,0
81498,3,1,0,0
401212,2,0,2,0
647537,0,0,0,1
212191,0,1,0,1
734069,0,0,1,0
772679,0,0,0,1
990504,0,0,0,1
586583,0,0,0,1
865298,1,0,1,0
235795,0,0,0,1
386754,0,0,0,0
104558,2,0,3,0
21679,0,0,0,0
826621,1,0,0,0
479665,1,0,1,0
472052,0,0,0,1
62534,2,0,3,0
793551,1,0,1,0
716599,2,0,1,0
280162,0,0,0,1
229398,3,2,2,0
818352,0,0,1,1
845185,0,0,0,0
292794,0,0,0,0
527103,0,1,5,1
879618,0,0,0,1
696770,0,1,0,0
987946,6,1,2,0
658273,3,0,1,0
631499,3,0,3,0
55559,0,0,0,1
491394,0,0,2,0
896754,0,0,0,0
8055,0,0,0,0
229715,0,0,2,1
361925,0,0,0,0
216068,3,2,4,0
950010,3,0,1,0
168357,1,0,4,0
777567,0,1,0,0
695357,0,0,0,0
464427,0,0,0,1
422409,2,0,2,0
850789,0,0,0,1
29071,1,0,1,1
233968,0,0,0,1
312512,0,0,1,0
847188,4,1,0,0
243725,0,0,0,1
997850,1,0,0,0
927473,0,0,0,0
232741,7,1,2,0
753926,0,0,0,1
125369,1,0,0,0
851148,0,0,0,0
995068,1,0,0,0
636096,4,0,0,1
544712,3,1,1,0
985586,0,0,0,1
249454,0,0,1,0
26981,0,0,0,1
860859,10,1,5,0
560905,0,0,0,0
639208,0,0,0,1
114845,5,1,0,0
491567,0,0,0,0
605113,0,0,2,1
613485,3,1,0,0
20220,1,2,0,0
601107,0,0,2,1
203166,0,0,0,0
966351,0,1,1,0
238538,1,1,0,1
687774,0,0,0,0
801363,0,0,0,0
347529,4,0,0,0
449629,0,0,0,1
622612,0,0,0,0
453408,0,0,0,1
359855,2,0,2,0
96104,2,0,1,1
163488,0,0,0,1
826934,3,0,0,1
66535,3,0,0,0
438501,0,0,0,1
153771,4,0,1,0
586374,0,0,0,0
139478,0,2,3,0
115279,0,1,2,0
298157,5,2,4,0
194823,1,1,0,0
466860,0,1,0,0
896944,0,1,1,1
450963,4,0,1,0
143988,1,0,0,0
209390,0,0,0,0
186796,0,0,0,0
138845,3,0,1,0
85869,0,0,0,0
598245,0,1,0,0
540591,2,0,0,0
155014,0,0,1,0
157378,0,0,0,0
735199,0,0,0,0
641142,0,0,0,1
320298,1,1,4,0
271405,1,0,0,0
827716,0,0,0,0
802738,3,1,5,0
929575,0,0,0,1
641920,4,1,1,0
26559,0,0,0,0
217294,1,0,0,1
189528,0,0,1,0
600813,0,0,0,1
727706,0,0,2,1
519746,1,0,2,0
246486,1,1,0,0
7905,1,0,0,0
113252,4,0,4,0
929235,7,1,2,0
318763,2,0,0,0
870749,0,0,1,0
85101,0,0,0,1
293682,2,0,0,0
981883,0,0,1,0
779137,2,0,6,0
306489,3,1,0,0
515280,4,2,9,0
446330,3,0,1,0
373235,0,0,0,1
374072,4,0,1,0
336053,3,0,0,0
708613,0,0,0,1
514864,1,0,5,0
133216,0,0,0,1
201228,0,0,0,0
65912,0,0,1,0
84403,2,0,0,0
714609,1,0,3,1
861873,1,0,1,0
201430,0,0,0,0
917512,6,0,1,0
821738,2,0,3,1
481960,0,0,0,1
430928,3,0,2,0
335937,0,0,0,1
741717,0,0,0,0
32471,0,1,0,0
768656,5,0,4,0
251082,0,0,0,1
859653,0,0,0,1
146993,0,1,3,0
38823,0,0,0,1
697272,3,1,2,0
546944,0,0,0,1
89035,0,0,0,1
723028,0,0,0,1
866196,4,1,2,0
975805,9,0,1,0
124495,0,0,0,1
728398,0,0,0,0
251778,0,0,0,1
587520,0,0,0,1
742822,0,0,0,1
321760,0,0,0,0
253738,1,0,0,0
684569,0,0,0,0
814717,0,0,0,1
408905,0,0,0,0
521762,4,0,3,0
595172,4,1,5,0
996412,7,3,3,0
307599,4,0,3,0
377806,4,1,0,0
496158,5,0,1,0
731992,6,1,1,0
604531,0,0,6,0
88703,0,0,1,0
192887,0,0,0,0
996686,0,0,0,1
285246,0,0,0,1
114770,0,1,2,0
298416,0,0,0,0
490886,0,0,0,0
605508,0,0,0,0
717225,0,0,0,0
408507,0,0,0,1
786837,1,0,2,0
864007,0,0,0,1
338489,3,2,2,0
281285,0,0,0,1
703713,0,0,0,0
946205,1,0,0,0
741619,0,0,0,0
432684,0,0,0,0
804251,0,0,0,1
611990,0,0,0,1
705254,1,0,3,0
103781,0,0,0,1
156431,5,0,3,0
678798,0,0,0,0
629251,0,0,0,0
991745,0,0,0,1
259052,0,0,0,1
535774,0,0,0,0
893383,2,1,3,0
721594,0,0,0,1
605412,2,0,0,0
795950,0,0,5,0
418382,0,0,1,0
826866,2,0,1,0
512870,5,0,1,0
548322,0,0,0,1
88259,1,0,0,1
167040,3,2,1,0
631893,0,0,0,0
264695,0,0,0,1
986522,0,0,0,1
182355,2,0,3,0
393949,0,0,0,0
635062,3,1,0,0
631402,0,0,1,0
800070,3,1,4,0
114349,10,0,2,0
681452,6,0,3,0
442082,4,1,0,0
608830,0,0,0,1
906476,1,0,2,0
743872,0,0,0,1
853993,4,1,3,0
773278,0,0,0,1
32277,1,0,2,1
290900,2,0,0,1
417562,0,0,0,1
459817,3,0,2,0
582212,0,0,0,0
761268,1,0,3,0
73883,1,1,1,1
137899,1,0,10,0
615853,2,0,1,0
985369,3,0,1,0
738452,0,0,0,1
158468,0,0,0,1
874967,0,0,3,0
898437,0,0,0,0
987238,0,0,0,1
831517,0,0,0,1
990159,7,0,8,0
507656,1,1,0,0
167289,0,0,0,1
764678,0,0,0,1
509621,0,0,0,1
39077,2,0,1,1
922550,0,0,0,1
529598,0,1,0,0
132062,0,0,0,1
726729,0,0,1,0
469900,5,0,0,0
205785,0,0,0,1
891551,10,1,7,0
378713,0,0,1,0
158167,1,0,0,0
434663,0,0,0,1
636547,6,1,2,0
603489,0,0,0,1
861072,0,0,0,1
823976,3,1,0,0
455772,0,0,0,1
647248,1,0,0,0
712569,1,0,0,1
213810,0,0,0,0
158376,15,3,4,0
427006,1,0,1,0
63974,0,0,0,0
550637,0,0,0,1
805276,1,0,1,0
583101,0,0,1,0
668720,6,0,1,0
607845,3,0,1,1
670700,3,0,2,0
326011,0,0,0,0
945740,2,0,1,0
344794,1,0,2,0
177148,1,0,0,0
277895,1,0,1,1
289373,2,1,1,0
150711,0,0,0,1
973965,5,2,2,0
430755,0,0,0,1
916023,2,0,1,0
719837,2,0,1,0
23290,10,1,0,0
244,2,0,2,0
953565,0,0,0,1
502316,0,0,0,1
47765,0,1,1,0
81259,0,0,0,1
727756,2,0,2,0
230667,5,2,2,1
622522,0,0,0,1
367434,0,0,0,1
71781,0,0,0,0
294545,0,0,0,0
829301,6,3,0,0
164581,0,0,2,1
266689,0,0,0,1
314491,0,0,2,0
264561,0,0,0,1
375365,0,0,0,1
607639,0,0,0,0
331100,1,0,1,0
30599,5,0,2,0
957199,4,0,3,0
73810,4,2,6,0
217333,0,0,0,1
377949,12,0,1,0
465150,8,0,9,0
465998,1,0,0,0
866608,0,0,0,0
342272,3,1,1,0
961078,0,0,1,0
918977,0,0,0,1
66436,2,0,1,0
998817,0,0,1,0
991767,8,3,2,0
718329,0,0,0,0
35676,2,0,0,0
149822,5,2,6,0
154730,0,0,0,1
39769,3,0,0,0
384750,1,0,1,1
702990,0,0,0,1
460039,0,0,0,1
967818,2,0,2,0
747358,0,0,2,0
893038,0,0,0,0
187211,1,0,0,0
721133,0,0,0,1
233586,1,0,1,0
721087,0,0,0,0
881654,0,0,0,0
118275,0,0,0,1
45171,1,0,0,0
777163,0,0,0,0
192271,0,3,2,0
651533,3,0,1,1
173148,0,2,1,0
475662,1,0,1,0
961235,0,0,1,0
265584,1,0,0,0
855349,4,0,1,0
769911,1,0,1,0
757194,0,0,0,0
883171,0,0,0,1
762763,0,0,0,0
10200,2,0,6,0
123883,0,0,0,1
992984,0,0,0,1
525671,2,1,1,0
331467,0,0,0,1
348410,2,0,0,0
493739,2,0,6,0
362279,0,0,0,0
731162,1,0,0,0
365704,1,0,3,0
406897,0,0,0,1
541163,0,0,0,1
69241,0,0,0,1
984163,2,0,0,1
414015,1,0,0,1
440633,2,0,1,0
949958,0,0,0,1
310616,0,0,0,0
917153,0,0,0,1
47113,2,0,2,0
614012,1,2,4,0
622701,0,0,0,1
893682,1,0,0,0
25547,0,0,0,1
184319,0,0,0,1
768080,0,0,2,0
520811,0,0,0,1
736894,0,0,0,1
431213,0,0,1,0
250947,0,0,1,0
264604,0,0,0,0
142365,0,0,0,0
252151,0,0,0,1
30051,3,0,3,0
572525,10,1,5,0
797155,0,1,1,0
317561,17,2,2,0
929121,2,0,0,0
869489,0,0,0,0
957766,0,0,1,0
290927,1,0,4,0
930316,0,0,0,0
737825,1,0,3,0
558222,0,0,0,1
676411,3,0,1,0
414748,0,0,1,1
799058,0,0,0,1
478043,0,0,0,1
563923,0,0,0,0
145590,2,0,3,0
989895,1,1,3,0
757274,3,1,2,0
822944,1,0,2,0
57811,0,3,1,0
509652,5,1,2,0
342723,1,0,1,0
697174,0,0,0,0
89556,3,0,5,0
835584,0,0,0,0
980138,3,1,1,0
265151,2,0,1,0
981118,0,0,0,1
71802,0,0,0,0
18985,0,0,2,0
192473,6,2,1,0
630765,2,0,4,0
551055,0,0,0,0
802517,1,0,0,0
21811,0,0,0,1
112200,4,2,2,0
153846,1,0,0,0
945619,2,0,1,0
865814,0,0,0,0
460575,0,0,0,0
381865,4,0,2,1
240493,1,0,3,0
316532,0,0,0,1
757729,2,0,1,0
123802,0,0,0,1
286,0,0,0,1
34790,0,0,0,1
578035,1,1,2,0
431488,1,0,1,0
993421,1,1,4,0
86139,0,0,0,1
224037,5,2,1,0
752334,0,0,0,1
728501,3,1,3,0
965368,0,0,3,0
845873,1,0,0,0
634428,0,0,0,1
224498,0,0,0,1
813305,0,0,1,1
311442,0,0,0,1
823223,0,0,0,1
595493,0,0,0,0
47896,0,0,0,1
384342,6,0,0,0
878076,0,0,0,1
343971,4,0,2,0
971841,1,0,1,0
305028,0,0,3,0
775336,0,0,0,1
147805,0,0,0,1
912569,2,0,1,0
627852,2,0,2,0
892650,1,0,0,0
381711,0,0,0,0
854406,3,0,6,0
219625,4,0,3,0
321057,13,0,1,0
27809,0,0,2,1
937771,1,0,2,0
242782,0,0,0,0
547164,2,1,0,0
695059,7,1,1,0
832759,0,0,0,1
71485,0,0,0,0
124660,0,0,0,1
315430,0,0,0,0
40864,0,0,0,1
41497,0,0,0,1
377739,9,1,3,0
236599,0,0,3,0
839497,0,0,0,1
863474,4,0,1,0
826015,0,0,0,0
403691,1,0,0,0
806638,0,0,0,0
953868,4,1,3,0
513085,0,0,0,1
311662,0,0,0,1
61471,0,0,0,1
10486,9,0,3,0
674205,0,0,0,0
631816,2,0,2,0
902936,0,0,0,0
905027,0,1,2,0
833749,4,1,2,0
135577,2,1,1,0
726987,5,1,3,0
872748,0,0,0,1
756603,0,0,0,1
99647,0,0,0,0
848222,5,0,5,0
507419,0,0,0,0
823526,7,0,5,0
841430,1,0,2,0
960933,6,1,3,0
551195,3,0,2,0
18890,0,0,1,0
259179,3,0,1,0
768784,2,0,2,0
184971,0,0,2,0
741721,0,0,0,0
184176,1,0,1,0
679272,0,0,0,1
401740,0,0,0,0
9289,0,0,0,1
134351,3,0,0,0
670374,0,0,0,1
247819,0,0,0,0
72351,11,0,3,0
140258,0,0,0,1
163684,0,0,0,0
454863,1,1,2,0
533249,0,0,1,0
403182,3,0,2,0
650235,1,0,2,0
596282,2,0,2,0
558054,3,1,4,0
538163,0,0,0,1
26402,2,0,1,0
157813,0,0,0,0
487293,2,0,3,0
718555,0,0,0,1
715348,5,2,3,0
50666,6,1,4,0
310538,2,2,3,0
23989,0,0,0,1
455221,1,0,2,1
698383,0,0,0,1
432502,0,0,0,1
75820,1,0,3,0
62005,0,0,0,0
180479,0,0,0,1
169486,2,0,0,0
784424,0,0,0,1
877560,0,0,0,0
734708,0,0,0,0
105788,0,0,0,0
888987,0,0,0,0
159532,0,1,1,0
488136,0,0,0,0
184115,0,0,0,0
684334,2,0,5,0
9128,1,0,1,0
546140,0,0,0,1
805429,2,0,1,0
208360,2,0,1,0
132013,3,1,1,0
646502,0,0,0,1
582402,0,0,1,0
87473,2,0,1,1
717551,0,0,0,0
811811,1,1,1,0
530970,0,0,0,1
657844,0,1,1,1
176642,0,1,3,0
704098,3,1,2,0
352454,0,0,0,0
772474,1,0,1,0
400472,5,0,1,0
871873,0,0,0,0
446423,0,0,0,0
614581,2,0,2,1
72018,0,0,0,1
887907,0,0,1,0
801513,0,0,0,1
773539,2,0,0,1
342837,2,0,0,0
76364,0,0,0,0
750304,0,0,0,0
502443,0,0,0,0
314241,0,0,0,1
949220,1,1,0,0
418920,0,0,0,0
294679,5,0,2,0
588241,0,0,2,0
342418,1,0,0,0
327940,0,0,0,0
937879,0,0,0,1
937766,0,0,0,1
709224,1,0,0,0
8618,1,0,0,0
829698,5,1,1,1
583432,7,1,3,0
658150,2,0,1,0
25959,0,0,0,1
849780,0,0,0,1
240683,2,0,0,0
88282,3,0,4,0
880213,0,0,0,0
552010,3,0,1,0
55969,0,0,0,1
694933,0,0,1,0
10585,1,0,0,0
616068,0,0,0,1
974638,0,0,0,0
354483,3,0,3,0
585379,3,0,0,1
161766,3,1,2,0
860897,5,0,3,0
5195,0,0,0,0
672155,3,0,2,0
957372,1,0,0,1
186080,0,1,3,0
240130,0,0,0,1
215682,5,0,0,0
331067,2,1,2,0
290615,2,0,2,1
988795,1,0,1,0
263950,1,1,4,0
936328,4,0,0,0
488928,0,0,0,1
253805,1,0,1,0
346658,0,0,0,0
212512,0,0,0,1
266723,0,1,2,0
94106,0,0,0,0
956081,0,0,2,1
945496,3,1,1,0
114580,3,2,1,0
35009,0,0,0,1
409758,0,0,0,0
456703,6,0,0,0
264463,1,0,4,1
580209,2,0,4,0
326435,4,1,2,0
480276,0,1,0,0
881811,0,0,0,1
374794,2,0,1,1
354854,0,0,0,1
682240,0,0,3,0
669186,0,0,0,1
285501,0,0,0,1
593292,0,0,0,1
649724,1,0,1,0
53151,3,0,1,0
742412,1,1,1,0
685826,0,0,0,1
650607,0,0,2,0
653656,0,0,0,0
470627,3,1,4,1
703985,0,0,0,1
110908,2,0,0,0
762382,4,0,3,0
932849,0,0,0,1
69295,2,0,7,0
568413,3,0,0,1
427575,0,0,0,0
624500,0,0,0,0
939343,1,0,2,1
857032,6,0,3,0
583790,2,0,1,1
66507,0,0,2,0
396892,0,0,0,1
787390,2,0,2,1
114334,0,0,0,0
533851,5,1,1,0
962897,3,0,0,0
14622,2,1,0,1
433224,0,0,0,0
729287,0,0,0,0
36679,3,1,2,0
558275,0,0,0,0
738651,0,0,1,0
200265,7,2,8,0
585226,0,0,0,0
172866,0,0,0,1
636846,0,0,0,1
516380,5,1,4,0
916128,3,1,2,0
833465,0,0,0,1
967513,1,0,5,0
4747,0,0,0,0
113033,0,0,0,1
169421,0,0,0,0
768887,2,0,4,0
869635,2,0,2,0
889608,1,0,3,1
645837,3,1,0,0
529269,0,0,0,1
660589,11,1,1,0
366205,0,0,0,0
147573,0,0,0,1
980859,0,0,0,0
719606,2,1,0,0
493290,0,0,3,0
946287,5,0,1,0
967160,0,0,0,0
381397,3,0,0,0
71738,2,1,3,0
287667,0,0,0,0
364501,0,0,0,1
14977,1,0,1,0
40972,3,0,2,0
149264,0,0,0,1
352772,1,0,0,1
606131,0,0,0,1
901806,0,0,0,1
25407,0,0,0,1
923149,0,0,0,0
471696,2,0,2,1
97081,0,1,1,1
698126,3,0,3,0
740753,0,0,0,0
39690,0,0,0,0
273754,0,0,0,1
544613,0,0,0,1
596471,0,0,0,0
58313,2,0,0,0
399343,0,0,0,1
247693,0,0,0,1
841651,5,0,1,1
819823,0,1,0,0
565255,0,0,0,0
622256,0,0,0,0
170305,0,1,1,0
294405,3,1,1,0
601392,3,1,1,0
372710,2,0,2,0
891189,0,0,0,0
523455,2,0,0,0
435966,0,0,0,1
762720,0,0,0,1
616839,0,0,0,1
694861,2,0,0,0
290229,1,0,0,1
183967,1,0,1,0
258115,1,0,5,0
406487,0,0,0,1
566498,0,0,0,0
466544,4,0,5,0
6708,2,0,0,1
999039,1,0,0,0
600353,4,1,0,0
395714,1,0,0,0
575033,7,0,3,0
