person_id,vehicle_id,age_range,gender,majority_minority,education,income,married,children,postal_code
362279,362279,26-39,male,minority,high school,poverty,1,1,10238
731162,731162,26-39,male,majority,university,middle class,0,1,10238
365704,365704,26-39,male,majority,university,working class,1,1,10238
406897,406897,16-25,female,majority,none,poverty,0,0,10238
541163,541163,16-25,male,majority,high school,working class,0,0,32765
69241,69241,26-39,male,majority,university,upper class,1,1,10238
984163,984163,40-64,male,majority,university,upper class,1,1,21217
414015,414015,26-39,male,majority,university,upper class,0,0,21217
440633,440633,40-64,female,majority,high school,middle class,1,1,10238
949958,949958,16-25,female,majority,none,poverty,0,0,10238
310616,310616,65+,female,majority,high school,upper class,1,1,10238
917153,917153,16-25,male,majority,none,poverty,0,0,10238
47113,47113,65+,female,majority,university,upper class,1,1,10238
614012,614012,40-64,male,majority,university,upper class,1,1,10238
622701,622701,40-64,female,majority,none,working class,0,1,10238
893682,893682,26-39,male,majority,university,middle class,0,1,10238
25547,25547,16-25,female,majority,none,poverty,0,1,32765
184319,184319,16-25,male,majority,university,middle class,0,1,92101
768080,768080,26-39,male,majority,university,middle class,0,1,10238
520811,520811,16-25,female,majority,none,poverty,0,0,32765
736894,736894,16-25,female,majority,none,poverty,0,1,10238
431213,431213,26-39,female,minority,high school,upper class,1,0,32765
250947,250947,26-39,female,majority,high school,middle class,0,1,10238
264604,264604,26-39,male,majority,none,middle class,0,0,10238
142365,142365,26-39,male,majority,high school,middle class,1,1,10238
252151,252151,40-64,male,minority,high school,upper class,1,0,21217
30051,30051,40-64,male,majority,university,upper class,1,1,10238
572525,572525,65+,male,majority,high school,middle class,0,1,10238
797155,797155,26-39,female,majority,high school,poverty,0,0,10238
317561,317561,65+,male,majority,university,upper class,1,1,32765
929121,929121,40-64,female,majority,university,upper class,0,1,10238
869489,869489,40-64,female,majority,university,upper class,0,1,10238
957766,957766,40-64,female,majority,university,middle class,1,1,10238
290927,290927,65+,female,majority,university,upper class,1,1,10238
930316,930316,26-39,male,majority,high school,middle class,0,0,32765
737825,737825,40-64,male,majority,university,upper class,1,1,10238
558222,558222,26-39,female,majority,none,poverty,1,0,10238
676411,676411,65+,female,majority,high school,upper class,1,1,32765
414748,414748,26-39,male,majority,none,poverty,1,0,10238
799058,799058,16-25,female,majority,high school,working class,0,1,10238
478043,478043,26-39,female,minority,high school,upper class,1,0,32765
563923,563923,16-25,female,majority,high school,poverty,1,0,10238
145590,145590,65+,male,majority,university,upper class,1,1,10238
989895,989895,40-64,male,majority,none,middle class,1,1,10238
757274,757274,65+,male,minority,university,upper class,1,1,10238
822944,822944,40-64,female,majority,high school,upper class,1,1,32765
57811,57811,65+,female,majority,none,working class,1,1,10238
509652,509652,65+,male,majority,university,upper class,1,1,10238
342723,342723,40-64,male,majority,high school,upper class,0,0,10238
697174,697174,26-39,male,majority,university,middle class,1,0,10238
89556,89556,40-64,male,majority,high school,upper class,1,1,10238
835584,835584,26-39,female,majority,high school,poverty,0,0,10238
980138,980138,65+,female,majority,university,upper class,1,1,32765
265151,265151,65+,female,minority,none,middle class,0,0,10238
981118,981118,16-25,female,majority,high school,poverty,0,1,92101
71802,71802,40-64,male,majority,university,upper class,1,1,10238
18985,18985,40-64,male,majority,high school,working class,0,1,10238
192473,192473,65+,female,majority,university,upper class,1,1,32765
630765,630765,26-39,male,majority,none,middle class,0,1,10238
551055,551055,65+,male,majority,university,upper class,0,1,10238
802517,802517,40-64,female,majority,none,poverty,0,1,10238
21811,21811,26-39,male,majority,none,poverty,1,1,10238
112200,112200,65+,female,majority,none,middle class,1,1,10238
153846,153846,26-39,male,minority,university,upper class,0,1,10238
945619,945619,26-39,female,majority,high school,middle class,1,1,10238
865814,865814,40-64,male,majority,high school,upper class,0,1,10238
460575,460575,40-64,female,majority,university,upper class,0,1,10238
381865,381865,26-39,male,majority,university,middle class,0,0,32765
240493,240493,26-39,male,majority,none,working class,0,1,10238
316532,316532,16-25,male,majority,high school,poverty,0,1,32765
757729,757729,65+,female,majority,university,upper class,1,1,32765
123802,123802,40-64,male,minority,high school,middle class,1,1,10238
286,286,16-25,male,minority,university,poverty,0,1,10238
34790,34790,16-25,female,majority,none,poverty,0,1,10238
578035,578035,40-64,female,majority,high school,upper class,1,1,10238
431488,431488,26-39,female,minority,university,upper class,1,1,10238
993421,993421,26-39,male,minority,high school,working class,0,1,10238
86139,86139,40-64,male,majority,high school,upper class,1,1,92101
224037,224037,65+,female,majority,university,upper class,0,1,32765
752334,752334,16-25,male,minority,university,working class,1,0,10238
728501,728501,65+,male,majority,none,upper class,0,1,32765
965368,965368,65+,female,minority,none,upper class,1,1,10238
845873,845873,65+,female,majority,high school,upper class,0,1,10238
634428,634428,16-25,female,majority,high school,poverty,1,0,10238
224498,224498,16-25,female,majority,none,poverty,0,0,10238
813305,813305,26-39,male,majority,high school,middle class,1,0,10238
311442,311442,16-25,male,majority,university,upper class,1,1,10238
823223,823223,16-25,male,minority,university,middle class,1,0,32765
595493,595493,40-64,female,majority,university,upper class,1,1,10238
47896,47896,16-25,female,majority,high school,working class,0,1,10238
384342,384342,65+,female,majority,university,upper class,1,1,32765
878076,878076,16-25,female,minority,none,poverty,1,1,10238
343971,343971,65+,male,majority,university,upper class,1,1,92101
971841,971841,40-64,female,majority,university,upper class,1,1,10238
305028,305028,65+,female,minority,university,upper class,1,1,10238
775336,775336,16-25,male,majority,none,poverty,0,0,10238
147805,147805,26-39,male,majority,high school,poverty,0,1,10238
912569,912569,65+,female,majority,high school,upper class,1,1,32765
627852,627852,65+,male,majority,high school,upper class,1,1,10238
892650,892650,65+,male,minority,high school,working class,0,1,10238
381711,381711,26-39,female,majority,university,upper class,0,0,32765
854406,854406,40-64,male,majority,university,upper class,0,1,10238
219625,219625,65+,male,majority,university,upper class,1,1,10238
321057,321057,40-64,male,majority,university,upper class,1,1,32765
27809,27809,26-39,male,majority,university,upper class,0,0,10238
937771,937771,26-39,male,majority,high school,upper class,0,1,10238
242782,242782,65+,male,majority,high school,upper class,1,1,10238
547164,547164,40-64,female,majority,high school,upper class,0,0,32765
695059,695059,40-64,male,majority,university,upper class,0,1,32765
832759,832759,16-25,female,majority,high school,poverty,0,1,10238
71485,71485,16-25,female,majority,none,poverty,1,0,10238
124660,124660,16-25,female,minority,none,working class,0,1,10238
315430,315430,40-64,female,majority,none,working class,0,1,10238
40864,40864,40-64,male,majority,university,upper class,1,0,32765
41497,41497,16-25,female,majority,university,working class,0,1,10238
377739,377739,65+,male,majority,university,upper class,1,1,32765
236599,236599,26-39,male,majority,high school,middle class,1,1,10238
839497,839497,26-39,male,majority,high school,poverty,0,0,10238
863474,863474,40-64,male,majority,university,upper class,0,0,10238
826015,826015,65+,male,majority,high school,upper class,1,1,10238
403691,403691,26-39,female,majority,high school,middle class,1,1,10238
806638,806638,26-39,female,majority,none,middle class,0,0,10238
953868,953868,65+,female,majority,university,upper class,1,0,10238
513085,513085,26-39,male,majority,university,middle class,0,1,10238
311662,311662,16-25,male,majority,none,poverty,0,1,10238
61471,61471,16-25,female,majority,none,working class,0,1,10238
10486,10486,40-64,male,majority,university,upper class,1,1,32765
674205,674205,16-25,female,minority,high school,working class,0,1,32765
631816,631816,26-39,female,majority,high school,middle class,1,1,32765
902936,902936,65+,female,majority,university,upper class,1,1,10238
905027,905027,65+,male,majority,high school,middle class,1,0,10238
833749,833749,65+,male,majority,high school,upper class,0,1,10238
135577,135577,26-39,male,majority,university,middle class,0,0,32765
726987,726987,65+,male,majority,high school,upper class,1,1,10238
872748,872748,26-39,male,majority,university,upper class,1,1,10238
756603,756603,26-39,female,majority,high school,poverty,0,1,10238
99647,99647,16-25,female,majority,high school,poverty,0,0,10238
848222,848222,40-64,male,majority,high school,upper class,1,1,10238
507419,507419,26-39,female,majority,university,upper class,0,0,10238
823526,823526,65+,male,majority,high school,middle class,1,1,10238
841430,841430,40-64,female,majority,none,middle class,1,1,10238
960933,960933,65+,female,majority,high school,upper class,1,1,32765
551195,551195,65+,male,majority,university,upper class,0,0,10238
18890,18890,40-64,female,majority,university,upper class,0,1,10238
259179,259179,40-64,female,minority,high school,upper class,1,1,10238
768784,768784,65+,female,majority,university,upper class,0,1,10238
184971,184971,40-64,male,majority,university,upper class,0,0,10238
741721,741721,16-25,female,majority,none,working class,0,1,10238
184176,184176,26-39,female,majority,high school,poverty,0,0,10238
679272,679272,26-39,male,majority,none,working class,0,0,32765
401740,401740,40-64,male,majority,university,upper class,1,1,10238
9289,9289,16-25,female,majority,university,upper class,1,1,10238
134351,134351,65+,male,majority,university,upper class,0,1,92101
670374,670374,65+,male,majority,high school,upper class,1,1,32765
247819,247819,16-25,male,minority,none,poverty,0,0,10238
72351,72351,65+,male,majority,high school,upper class,1,1,32765
140258,140258,40-64,male,majority,university,upper class,1,1,10238
163684,163684,40-64,male,majority,university,middle class,1,1,10238
454863,454863,40-64,male,majority,university,upper class,1,1,32765
533249,533249,40-64,female,majority,high school,middle class,1,0,32765
403182,403182,26-39,male,majority,high school,middle class,0,0,10238
650235,650235,26-39,female,majority,university,middle class,0,1,10238
596282,596282,40-64,female,minority,university,upper class,1,1,10238
558054,558054,65+,female,majority,university,upper class,1,1,10238
538163,538163,65+,male,majority,high school,middle class,1,1,10238
26402,26402,26-39,female,majority,none,poverty,0,1,10238
157813,157813,16-25,female,majority,university,poverty,0,0,10238
487293,487293,40-64,male,majority,university,middle class,1,1,10238
718555,718555,16-25,female,majority,high school,poverty,0,1,10238
715348,715348,65+,male,majority,university,upper class,1,1,10238
50666,50666,40-64,male,majority,high school,upper class,1,1,10238
310538,310538,65+,female,minority,none,upper class,0,1,32765
23989,23989,16-25,male,majority,none,poverty,0,1,10238
455221,455221,26-39,female,majority,high school,middle class,1,1,10238
698383,698383,40-64,male,majority,university,upper class,1,0,10238
432502,432502,16-25,male,majority,university,working class,0,0,10238
75820,75820,65+,male,majority,university,upper class,1,1,10238
62005,62005,26-39,female,majority,high school,working class,0,1,10238
180479,180479,16-25,female,majority,high school,working class,0,0,10238
169486,169486,26-39,female,majority,none,poverty,0,1,32765
784424,784424,26-39,male,majority,university,middle class,0,0,10238
877560,877560,26-39,male,minority,university,upper class,1,0,32765
734708,734708,40-64,female,majority,university,upper class,1,1,10238
105788,105788,65+,male,majority,university,upper class,1,1,10238
888987,888987,26-39,female,majority,university,upper class,1,0,32765
159532,159532,65+,female,majority,high school,upper class,1,0,10238
488136,488136,40-64,male,majority,university,upper class,0,1,92101
184115,184115,40-64,male,majority,university,upper class,1,1,10238
684334,684334,65+,male,minority,university,upper class,1,1,10238
9128,9128,40-64,female,majority,high school,middle class,1,1,10238
546140,546140,16-25,male,majority,university,middle class,0,1,32765
805429,805429,65+,female,majority,high school,upper class,1,1,10238
208360,208360,65+,female,majority,university,upper class,1,1,10238
132013,132013,65+,female,majority,high school,upper class,1,0,10238
646502,646502,16-25,female,majority,none,poverty,1,0,10238
582402,582402,26-39,female,majority,university,upper class,0,0,10238
87473,87473,26-39,male,majority,none,poverty,0,0,32765
717551,717551,40-64,male,majority,university,upper class,1,1,10238
811811,811811,40-64,female,majority,university,upper class,1,1,10238
530970,530970,26-39,male,majority,none,working class,0,0,10238
657844,657844,26-39,male,majority,university,upper class,0,0,32765
176642,176642,65+,female,majority,high school,upper class,0,1,10238
704098,704098,65+,female,minority,high school,upper class,1,1,10238
352454,352454,26-39,female,majority,high school,upper class,0,0,10238
772474,772474,26-39,male,majority,high school,poverty,1,1,10238
400472,400472,65+,female,majority,university,upper class,1,1,10238
871873,871873,16-25,female,majority,none,poverty,0,0,10238
446423,446423,40-64,female,majority,none,middle class,0,1,10238
614581,614581,26-39,male,majority,university,middle class,0,1,10238
72018,72018,65+,female,majority,university,upper class,1,1,10238
887907,887907,40-64,female,majority,university,middle class,0,1,10238
801513,801513,16-25,male,majority,university,working class,0,0,10238
773539,773539,26-39,female,minority,high school,upper class,1,0,32765
342837,342837,40-64,female,minority,high school,upper class,1,1,10238
76364,76364,16-25,female,majority,university,working class,0,0,10238
750304,750304,40-64,female,majority,high school,middle class,0,1,32765
502443,502443,65+,female,minority,high school,middle class,1,1,10238
314241,314241,16-25,male,majority,university,poverty,0,0,10238
949220,949220,40-64,female,minority,university,upper class,0,1,92101
418920,418920,26-39,female,majority,university,upper class,1,1,10238
294679,294679,40-64,male,majority,high school,upper class,1,1,10238
588241,588241,40-64,male,majority,university,upper class,1,1,10238
342418,342418,26-39,female,majority,university,middle class,0,1,10238
327940,327940,26-39,female,minority,high school,upper class,1,1,10238
937879,937879,16-25,female,majority,high school,poverty,0,1,32765
937766,937766,16-25,female,majority,high school,poverty,0,1,21217
709224,709224,26-39,female,majority,none,middle class,0,1,32765
8618,8618,26-39,female,minority,university,upper class,0,0,32765
829698,829698,26-39,male,majority,high school,middle class,1,1,32765
583432,583432,65+,male,minority,university,upper class,1,1,10238
658150,658150,26-39,male,majority,none,poverty,0,1,10238
25959,25959,40-64,male,majority,university,upper class,1,1,10238
849780,849780,40-64,male,majority,university,upper class,1,0,10238
240683,240683,26-39,female,majority,university,middle class,0,1,10238
88282,88282,26-39,female,majority,high school,poverty,0,0,92101
880213,880213,26-39,female,majority,none,middle class,0,1,10238
552010,552010,65+,male,majority,university,upper class,1,1,92101
55969,55969,26-39,female,majority,high school,poverty,0,1,10238
694933,694933,26-39,female,majority,none,poverty,1,1,10238
10585,10585,40-64,female,majority,university,upper class,1,0,10238
616068,616068,16-25,male,majority,none,poverty,0,1,32765
974638,974638,65+,male,majority,high school,upper class,1,1,10238
354483,354483,65+,female,majority,high school,upper class,1,1,10238
585379,585379,65+,female,majority,high school,upper class,1,1,32765
161766,161766,40-64,female,majority,none,working class,0,1,92101
860897,860897,40-64,male,majority,university,upper class,1,1,10238
5195,5195,40-64,female,majority,university,upper class,1,1,32765
672155,672155,40-64,female,majority,high school,middle class,0,1,10238
957372,957372,26-39,male,majority,high school,upper class,0,1,92101
186080,186080,65+,female,majority,university,upper class,1,1,10238
240130,240130,16-25,male,majority,high school,poverty,0,1,10238
215682,215682,65+,female,minority,high school,middle class,1,1,10238
331067,331067,65+,female,majority,none,upper class,1,1,10238
290615,290615,26-39,male,minority,high school,working class,0,1,10238
988795,988795,26-39,male,majority,university,middle class,0,0,32765
263950,263950,26-39,male,majority,high school,working class,0,0,10238
936328,936328,40-64,female,majority,high school,upper class,0,1,10238
488928,488928,16-25,male,majority,none,poverty,0,1,10238
253805,253805,40-64,female,majority,high school,middle class,0,1,10238
346658,346658,16-25,female,majority,high school,middle class,0,1,10238
212512,212512,40-64,female,majority,high school,upper class,1,1,32765
266723,266723,40-64,female,majority,university,upper class,0,1,10238
94106,94106,26-39,female,majority,university,middle class,1,1,10238
956081,956081,26-39,female,minority,high school,poverty,0,0,10238
945496,945496,40-64,female,majority,university,upper class,0,1,32765
114580,114580,65+,male,majority,university,upper class,1,1,92101
35009,35009,16-25,male,majority,none,working class,1,1,32765
409758,409758,40-64,male,majority,university,middle class,1,1,10238
456703,456703,40-64,female,majority,none,poverty,1,1,32765
264463,264463,26-39,male,minority,none,working class,1,1,10238
580209,580209,40-64,male,minority,high school,upper class,1,1,10238
326435,326435,40-64,female,majority,none,working class,0,0,32765
480276,480276,65+,female,majority,university,upper class,1,1,32765
881811,881811,16-25,female,majority,high school,poverty,0,0,10238
374794,374794,26-39,male,majority,none,working class,0,1,10238
354854,354854,16-25,male,minority,none,poverty,0,0,32765
682240,682240,40-64,female,majority,high school,upper class,0,1,10238
669186,669186,40-64,male,majority,university,upper class,0,1,10238
285501,285501,16-25,female,majority,none,poverty,0,0,32765
593292,593292,16-25,female,majority,none,poverty,0,1,32765
649724,649724,26-39,female,minority,university,upper class,0,0,32765
53151,53151,65+,male,majority,high school,upper class,1,1,32765
742412,742412,40-64,female,majority,high school,middle class,0,0,10238
685826,685826,16-25,male,majority,high school,poverty,0,0,10238
650607,650607,26-39,female,majority,high school,working class,0,1,10238
653656,653656,40-64,female,minority,high school,upper class,1,1,32765
470627,470627,26-39,male,majority,none,working class,0,1,10238
703985,703985,16-25,female,majority,none,poverty,0,1,10238
110908,110908,40-64,male,majority,university,upper class,1,1,10238
762382,762382,26-39,male,majority,university,middle class,1,1,32765
932849,932849,16-25,female,majority,none,poverty,0,1,10238
69295,69295,40-64,male,majority,university,middle class,0,0,10238
568413,568413,26-39,male,majority,university,middle class,0,0,10238
427575,427575,16-25,male,majority,university,middle class,0,0,10238
624500,624500,40-64,male,majority,none,working class,1,1,10238
939343,939343,40-64,male,majority,university,upper class,0,1,10238
857032,857032,65+,female,minority,high school,upper class,1,1,10238
583790,583790,26-39,female,majority,none,working class,0,0,32765
66507,66507,40-64,male,majority,university,upper class,0,1,10238
396892,396892,16-25,male,majority,none,poverty,0,1,10238
787390,787390,40-64,male,majority,high school,working class,0,1,10238
114334,114334,40-64,male,majority,none,upper class,1,1,10238
533851,533851,40-64,male,majority,high school,middle class,0,1,32765
962897,962897,26-39,male,majority,high school,poverty,1,1,10238
14622,14622,26-39,male,majority,university,middle class,1,1,32765
433224,433224,26-39,male,majority,high school,middle class,0,0,92101
729287,729287,16-25,female,minority,high school,poverty,0,1,10238
36679,36679,40-64,male,majority,university,upper class,0,0,10238
558275,558275,26-39,female,majority,none,poverty,0,1,10238
738651,738651,26-39,male,majority,university,middle class,0,0,10238
200265,200265,65+,male,majority,university,upper class,1,1,10238
585226,585226,26-39,male,majority,high school,middle class,0,0,10238
172866,172866,16-25,female,majority,none,working class,0,0,10238
636846,636846,26-39,male,majority,none,working class,0,1,10238
516380,516380,40-64,male,majority,university,middle class,0,0,10238
916128,916128,40-64,male,majority,university,upper class,1,1,92101
833465,833465,16-25,male,majority,university,middle class,0,0,10238
967513,967513,65+,male,majority,high school,upper class,1,1,10238
4747,4747,40-64,female,majority,none,middle class,0,1,10238
113033,113033,16-25,male,majority,high school,working class,0,0,10238
169421,169421,16-25,female,majority,university,middle class,0,1,10238
768887,768887,40-64,male,majority,university,upper class,1,1,10238
869635,869635,40-64,male,majority,none,working class,0,1,10238
889608,889608,26-39,male,majority,high school,working class,0,1,10238
645837,645837,40-64,male,majority,university,upper class,1,1,10238
529269,529269,16-25,female,majority,high school,working class,1,0,10238
660589,660589,65+,male,majority,high school,upper class,0,1,32765
366205,366205,16-25,male,majority,high school,working class,0,0,10238
147573,147573,16-25,male,majority,high school,poverty,0,0,10238
980859,980859,16-25,male,majority,none,poverty,1,0,10238
719606,719606,26-39,male,majority,university,upper class,1,1,10238
493290,493290,65+,female,majority,high school,working class,1,1,10238
946287,946287,65+,female,majority,high school,upper class,1,1,32765
967160,967160,16-25,male,majority,high school,working class,0,0,32765
381397,381397,40-64,female,majority,high school,upper class,0,0,32765
71738,71738,65+,female,majority,university,upper class,0,1,10238
287667,287667,26-39,female,majority,university,upper class,1,1,10238
364501,364501,26-39,male,majority,high school,middle class,0,1,10238
14977,14977,26-39,male,majority,high school,middle class,0,0,32765
40972,40972,65+,female,majority,university,upper class,0,1,10238
149264,149264,16-25,female,majority,high school,working class,0,1,32765
352772,352772,26-39,female,majority,none,middle class,0,0,10238
606131,606131,16-25,female,majority,high school,poverty,0,0,10238
901806,901806,16-25,female,minority,high school,poverty,0,1,10238
25407,25407,16-25,male,majority,none,poverty,0,1,32765
923149,923149,65+,female,majority,university,upper class,1,1,10238
471696,471696,40-64,male,majority,university,middle class,1,1,10238
97081,97081,26-39,male,minority,none,poverty,0,0,10238
698126,698126,40-64,male,majority,university,upper class,1,1,10238
740753,740753,40-64,male,majority,university,upper class,1,1,32765
39690,39690,40-64,female,minority,high school,upper class,1,1,10238
273754,273754,16-25,male,minority,high school,working class,1,0,10238
544613,544613,16-25,male,majority,high school,poverty,0,0,32765
596471,596471,40-64,male,majority,university,upper class,1,1,10238
58313,58313,26-39,male,minority,high school,working class,0,0,10238
399343,399343,16-25,female,majority,high school,poverty,0,0,32765
247693,247693,16-25,female,majority,high school,poverty,0,1,10238
841651,841651,65+,female,majority,university,upper class,0,1,21217
819823,819823,26-39,female,majority,none,working class,1,1,10238
565255,565255,16-25,male,majority,university,working class,0,1,10238
622256,622256,16-25,female,majority,high school,upper class,1,1,10238
170305,170305,26-39,female,majority,university,upper class,0,1,10238
294405,294405,40-64,male,majority,none,poverty,0,0,32765
601392,601392,65+,female,majority,high school,upper class,1,1,32765
372710,372710,40-64,male,majority,high school,middle class,0,1,10238
891189,891189,16-25,female,majority,high school,poverty,0,0,10238
523455,523455,26-39,female,majority,high school,middle class,0,0,10238
435966,435966,16-25,male,majority,high school,working class,0,0,10238
762720,762720,16-25,male,majority,none,poverty,0,1,32765
616839,616839,16-25,male,minority,university,upper class,0,0,10238
694861,694861,40-64,male,majority,high school,upper class,1,1,92101
290229,290229,40-64,female,minority,none,poverty,0,0,10238
183967,183967,65+,female,majority,university,upper class,1,1,10238
258115,258115,40-64,male,majority,university,upper class,1,0,10238
406487,406487,16-25,male,majority,high school,poverty,0,0,10238
566498,566498,26-39,female,majority,high school,middle class,1,1,92101
466544,466544,65+,male,majority,university,upper class,1,1,10238
6708,6708,26-39,female,majority,none,middle class,0,1,32765
999039,999039,26-39,female,majority,university,middle class,1,1,32765
600353,600353,65+,female,majority,university,upper class,1,1,10238
395714,395714,26-39,female,majority,none,working class,0,1,32765
575033,575033,40-64,male,majority,high school,upper class,1,1,10238
653396,653396,16-25,male,majority,high school,poverty,0,0,10238
104896,104896,40-64,male,majority,high school,upper class,1,1,10238
279225,279225,40-64,male,majority,high school,middle class,0,1,32765
490664,490664,65+,male,majority,university,upper class,1,1,10238
126494,126494,65+,male,majority,university,upper class,0,1,32765
913629,913629,26-39,female,majority,university,upper class,1,1,10238
235478,235478,40-64,female,majority,none,working class,0,1,10238
25377,25377,26-39,male,majority,university,upper class,1,1,10238
613301,613301,65+,male,majority,none,upper class,1,1,10238
786160,786160,65+,male,majority,university,upper class,1,1,10238
951670,951670,16-25,female,majority,university,middle class,0,0,32765
908561,908561,40-64,male,majority,university,working class,0,0,10238
829918,829918,26-39,male,majority,high school,upper class,1,1,10238
559866,559866,26-39,female,majority,high school,poverty,0,0,92101
41553,41553,16-25,male,majority,high school,working class,0,0,10238
216935,216935,40-64,female,majority,none,poverty,0,1,32765
200691,200691,16-25,male,majority,high school,poverty,0,0,10238
719567,719567,40-64,female,minority,none,poverty,1,1,10238
118986,118986,65+,male,majority,university,upper class,1,1,10238
5924,5924,26-39,female,majority,high school,poverty,0,1,10238
406082,406082,65+,female,majority,high school,upper class,1,1,32765
278892,278892,26-39,male,majority,high school,working class,0,1,10238
431795,431795,65+,female,majority,high school,upper class,1,1,32765
325554,325554,16-25,male,majority,university,upper class,0,1,10238
766245,766245,16-25,male,majority,high school,working class,0,0,10238
299897,299897,26-39,female,majority,none,working class,0,0,10238
17502,17502,26-39,female,majority,high school,middle class,1,1,10238
33483,33483,65+,male,majority,university,upper class,1,1,10238
223211,223211,40-64,female,majority,university,upper class,1,1,10238
479360,479360,65+,male,majority,university,upper class,1,1,10238
68125,68125,65+,male,minority,university,upper class,0,1,10238
728209,728209,26-39,male,majority,none,poverty,0,0,10238
982150,982150,16-25,male,majority,university,middle class,1,0,10238
788465,788465,26-39,female,majority,none,poverty,0,1,32765
307540,307540,40-64,male,majority,none,upper class,1,1,10238
113052,113052,26-39,male,majority,high school,middle class,0,0,10238
902987,902987,26-39,female,majority,university,upper class,0,1,10238
410728,410728,40-64,female,majority,high school,upper class,1,1,32765
772749,772749,65+,male,minority,university,upper class,1,1,10238
260884,260884,40-64,male,majority,high school,upper class,0,1,10238
802909,802909,26-39,female,minority,none,middle class,0,0,10238
825302,825302,40-64,male,majority,high school,middle class,0,1,10238
784441,784441,40-64,female,majority,none,poverty,0,1,10238
330143,330143,26-39,female,minority,university,upper class,1,1,10238
891782,891782,16-25,male,majority,high school,poverty,0,0,10238
783720,783720,26-39,male,minority,high school,middle class,0,1,10238
409125,409125,26-39,male,majority,university,upper class,0,1,10238
64931,64931,65+,female,majority,university,upper class,1,1,92101
732342,732342,65+,female,majority,high school,upper class,0,1,10238
522923,522923,26-39,male,majority,university,upper class,0,0,10238
478302,478302,65+,male,majority,university,upper class,1,1,10238
943632,943632,40-64,male,majority,university,upper class,1,1,10238
19712,19712,26-39,female,minority,high school,middle class,0,1,10238
276067,276067,65+,male,minority,none,upper class,0,1,10238
579325,579325,65+,female,majority,high school,upper class,1,0,10238
758718,758718,16-25,male,majority,high school,working class,1,1,10238
882322,882322,26-39,male,majority,high school,middle class,0,0,32765
35012,35012,40-64,male,majority,none,working class,0,1,10238
357892,357892,16-25,male,majority,high school,poverty,1,0,32765
118047,118047,26-39,male,majority,high school,middle class,1,0,10238
986745,986745,26-39,female,majority,none,poverty,0,1,32765
518535,518535,26-39,female,majority,university,upper class,1,0,10238
420012,420012,26-39,male,majority,none,poverty,0,1,10238
190062,190062,26-39,male,majority,high school,working class,0,0,10238
688730,688730,40-64,male,majority,none,middle class,1,1,32765
272339,272339,16-25,male,majority,university,middle class,0,0,10238
557804,557804,16-25,female,majority,high school,poverty,0,0,10238
895279,895279,40-64,female,majority,none,middle class,0,1,10238
72914,72914,26-39,male,majority,high school,working class,0,1,10238
780961,780961,65+,female,majority,university,upper class,1,1,32765
246434,246434,65+,female,majority,high school,upper class,1,1,32765
691719,691719,26-39,male,majority,high school,working class,1,1,92101
552705,552705,40-64,female,majority,high school,working class,0,1,10238
273160,273160,40-64,female,majority,university,middle class,0,0,10238
67358,67358,40-64,female,majority,high school,middle class,0,1,10238
897090,897090,40-64,male,minority,high school,upper class,1,0,10238
170435,170435,16-25,female,majority,high school,poverty,1,0,10238
956607,956607,26-39,female,majority,university,middle class,1,1,10238
281734,281734,65+,female,majority,university,upper class,0,1,92101
96024,96024,16-25,male,majority,high school,poverty,0,1,10238
378747,378747,26-39,female,majority,university,middle class,1,0,10238
590245,590245,26-39,female,minority,university,upper class,0,1,32765
246413,246413,26-39,female,majority,university,working class,0,0,32765
683607,683607,16-25,male,majority,university,poverty,0,0,32765
331632,331632,26-39,male,minority,none,working class,1,1,10238
222583,222583,40-64,male,majority,university,upper class,1,1,32765
213883,213883,65+,female,majority,high school,upper class,0,1,32765
29534,29534,40-64,male,majority,university,upper class,1,0,10238
914388,914388,65+,male,majority,high school,upper class,0,1,10238
957391,957391,16-25,female,majority,high school,poverty,1,1,10238
276387,276387,40-64,male,majority,university,upper class,1,0,32765
486150,486150,40-64,male,majority,university,middle class,1,1,10238
773045,773045,65+,female,minority,university,upper class,0,1,10238
586978,586978,40-64,female,majority,university,upper class,1,0,10238
921219,921219,26-39,female,majority,none,working class,1,1,10238
207942,207942,26-39,female,minority,none,working class,0,1,10238
327622,327622,26-39,male,majority,high school,working class,1,0,10238
313208,313208,26-39,male,minority,high school,working class,0,0,32765
453375,453375,40-64,male,minority,high school,middle class,1,0,10238
487944,487944,16-25,male,majority,university,middle class,1,0,10238
227891,227891,16-25,female,majority,high school,upper class,0,0,32765
314564,314564,16-25,female,majority,high school,poverty,1,0,10238
306173,306173,16-25,male,majority,university,working class,0,1,10238
703581,703581,26-39,male,majority,high school,upper class,1,1,10238
550420,550420,26-39,female,minority,high school,upper class,0,1,32765
741036,741036,40-64,female,majority,university,upper class,1,0,32765
765391,765391,40-64,male,majority,high school,working class,1,1,10238
88198,88198,26-39,male,majority,none,poverty,0,1,32765
810318,810318,40-64,male,majority,high school,middle class,1,1,10238
517060,517060,65+,female,majority,university,upper class,1,1,10238
389152,389152,16-25,female,majority,high school,middle class,1,1,32765
20986,20986,26-39,male,majority,university,upper class,1,1,32765
700831,700831,16-25,male,majority,high school,working class,0,1,10238
384446,384446,40-64,male,majority,university,upper class,1,1,10238
550482,550482,16-25,female,majority,high school,working class,0,1,10238
572797,572797,26-39,male,majority,high school,middle class,0,0,10238
